Subject,Course Code,Course Title,Description,Prerequisites,Offered,Keywords
Public Administration,PA136,Fundamentals of Public Administration Design,This course covers fundamentals of public administration design with emphasis on practical and theoretical aspects.,PA127 - Principles of Public Administration Systems,"Spring, Summer","Public Administration, Fundamentals, of, Public, Administration, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA127 - Principles of Public Administration Systems"
Public Administration,PA145,Introduction to Public Administration Systems,This course covers introduction to public administration systems with emphasis on practical and theoretical aspects.,PA136 - Fundamentals of Public Administration Design,"Spring, Summer","Public Administration, Introduction, to, Public, Administration, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA136 - Fundamentals of Public Administration Design"
Public Administration,PA154,Introduction to Public Administration Theory,This course covers introduction to public administration theory with emphasis on practical and theoretical aspects.,PA145 - Introduction to Public Administration Systems,Fall,"Public Administration, Introduction, to, Public, Administration, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA145 - Introduction to Public Administration Systems"
Public Administration,PA163,Fundamentals of Public Administration Systems,This course covers fundamentals of public administration systems with emphasis on practical and theoretical aspects.,PA154 - Introduction to Public Administration Theory,"Spring, Fall","Public Administration, Fundamentals, of, Public, Administration, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA154 - Introduction to Public Administration Theory"
Public Administration,PA172,Fundamentals of Public Administration Design,This course covers fundamentals of public administration design with emphasis on practical and theoretical aspects.,PA163 - Fundamentals of Public Administration Systems,"Spring, Fall","Public Administration, Fundamentals, of, Public, Administration, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: PA163 - Fundamentals of Public Administration Systems"
Reading,R100,Fundamentals of Reading Development,This course covers fundamentals of reading development with emphasis on practical and theoretical aspects.,None,"Summer, Fall, Spring","Reading, Fundamentals, of, Reading, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Reading,R109,Fundamentals of Reading Analysis,This course covers fundamentals of reading analysis with emphasis on practical and theoretical aspects.,R100 - Fundamentals of Reading Development,"Fall, Summer, Spring","Reading, Fundamentals, of, Reading, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R100 - Fundamentals of Reading Development"
Reading,R118,Introduction to Reading Analysis,This course covers introduction to reading analysis with emphasis on practical and theoretical aspects.,R109 - Fundamentals of Reading Analysis,Summer,"Reading, Introduction, to, Reading, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R109 - Fundamentals of Reading Analysis"
Reading,R127,Principles of Reading Practice,This course covers principles of reading practice with emphasis on practical and theoretical aspects.,R118 - Introduction to Reading Analysis,"Summer, Fall","Reading, Principles, of, Reading, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R118 - Introduction to Reading Analysis"
Reading,R136,Introduction to Reading Systems,This course covers introduction to reading systems with emphasis on practical and theoretical aspects.,R127 - Principles of Reading Practice,"Summer, Spring","Reading, Introduction, to, Reading, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R127 - Principles of Reading Practice"
Reading,R145,Introduction to Reading Management,This course covers introduction to reading management with emphasis on practical and theoretical aspects.,R136 - Introduction to Reading Systems,"Summer, Spring, Fall","Reading, Introduction, to, Reading, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R136 - Introduction to Reading Systems"
Reading,R154,Principles of Reading Practice,This course covers principles of reading practice with emphasis on practical and theoretical aspects.,R145 - Introduction to Reading Management,"Fall, Spring, Summer","Reading, Principles, of, Reading, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R145 - Introduction to Reading Management"
Reading,R163,Principles of Reading Analysis,This course covers principles of reading analysis with emphasis on practical and theoretical aspects.,R154 - Principles of Reading Practice,"Summer, Fall","Reading, Principles, of, Reading, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R154 - Principles of Reading Practice"
Reading,R172,Principles of Reading Design,This course covers principles of reading design with emphasis on practical and theoretical aspects.,R163 - Principles of Reading Analysis,Spring,"Reading, Principles, of, Reading, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: R163 - Principles of Reading Analysis"
Science Education,SE100,Principles of Science Education Development,This course covers principles of science education development with emphasis on practical and theoretical aspects.,None,"Fall, Summer","Science Education, Principles, of, Science, Education, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Science Education,SE109,Fundamentals of Science Education Design,This course covers fundamentals of science education design with emphasis on practical and theoretical aspects.,SE100 - Principles of Science Education Development,"Summer, Fall, Spring","Science Education, Fundamentals, of, Science, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: SE100 - Principles of Science Education Development"
Science Education,SE118,Fundamentals of Science Education Design,This course covers fundamentals of science education design with emphasis on practical and theoretical aspects.,SE109 - Fundamentals of Science Education Design,"Spring, Fall, Summer","Science Education, Fundamentals, of, Science, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: SE109 - Fundamentals of Science Education Design"
Science Education,SE127,Introduction to Science Education Theory,This course covers introduction to science education theory with emphasis on practical and theoretical aspects.,SE118 - Fundamentals of Science Education Design,"Fall, Spring","Science Education, Introduction, to, Science, Education, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: SE118 - Fundamentals of Science Education Design"
Science Education,SE136,Introduction to Science Education Design,This course covers introduction to science education design with emphasis on practical and theoretical aspects.,SE127 - Introduction to Science Education Theory,Fall,"Science Education, Introduction, to, Science, Education, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: SE127 - Introduction to Science Education Theory"
Science Education,SE145,Introduction to Science Education Practice,This course covers introduction to science education practice with emphasis on practical and theoretical aspects.,SE136 - Introduction to Science Education Design,Summer,"Science Education, Introduction, to, Science, Education, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: SE136 - Introduction to Science Education Design"
